pitcher,pitch_type,pitch_name,family,pitches,usage,whiff,putaway,velo,zone_pct,contact_pct,exit_velo
489446,FF,4-Seam FB,Fastball,450,0.6559766763848397,0.26422764227642276,0.29411764705882354,90.878,0.5533333333333333,0.7357723577235773,81.90125786163522
489446,FS,Splitter,Offspeed,223,0.3250728862973761,0.3486238532110092,0.3235294117647059,84.46143497757846,0.2600896860986547,0.6513761467889908,82.44262295081967
500743,EP,EP,Other,43,0.8113207547169812,0.05,0.0,47.18837209302326,0.2558139534883721,0.95,87.56666666666668
500779,FF,4-Seam FB,Fastball,231,0.31048387096774194,0.20168067226890757,0.17073170731707318,89.81688311688313,0.4935064935064935,0.7983193277310925,83.32111111111111
500779,CH,Changeup,Offspeed,151,0.20295698924731181,0.2898550724637681,0.14285714285714285,85.12251655629139,0.2119205298013245,0.7101449275362319,81.4531914893617
500779,SI,Sinker,Fastball,145,0.19489247311827956,0.1111111111111111,0.1,89.94965517241378,0.5586206896551724,0.8888888888888888,85.27857142857142
500779,CU,Curveball,Breaking,116,0.15591397849462366,0.20967741935483872,0.07692307692307693,78.96120689655172,0.4224137931034483,0.7903225806451613,82.5530612244898
500779,SV,Slurve,Breaking,101,0.135752688172043,0.23404255319148937,0.12,80.26435643564356,0.36633663366336633,0.7659574468085106,80.88000000000001
518585,FS,Splitter,Offspeed,496,0.5145228215767634,0.524,0.4621212121212121,79.99697580645162,0.3225806451612903,0.476,79.46814159292035
518585,FF,4-Seam FB,Fastball,305,0.3163900414937759,0.12931034482758622,0.0,93.15868852459018,0.5606557377049181,0.8706896551724138,84.67684210526316
518585,ST,Sweeper,Breaking,131,0.1358921161825726,0.38636363636363635,0.0,82.1763358778626,0.48091603053435117,0.6136363636363636,77.01481481481481
518876,FF,4-Seam FB,Fastball,622,0.2744924977934687,0.12274368231046931,0.07792207792207792,92.08826366559485,0.5144694533762058,0.8772563176895307,85.14612068965518
518876,CH,Changeup,Offspeed,618,0.2727272727272727,0.3057142857142857,0.2827586206896552,88.42912621359223,0.2815533980582524,0.6942857142857143,80.846875
518876,FC,Cutter,Fastball,302,0.13327449249779347,0.12903225806451613,0.14285714285714285,90.94900662251655,0.5231788079470199,0.8709677419354839,86.00472440944883
518876,CU,Curveball,Breaking,264,0.11650485436893204,0.2087912087912088,0.18421052631578946,82.45719696969697,0.42424242424242425,0.7912087912087912,84.4279411764706
518876,SL,Slider,Breaking,232,0.10238305383936452,0.34710743801652894,0.2553191489361702,86.34956896551724,0.4051724137931034,0.6528925619834711,83.13333333333334
518876,SI,Sinker,Fastball,225,0.09929390997352162,0.09009009009009009,0.07407407407407407,92.26400000000001,0.49333333333333335,0.9099099099099099,85.253125
518886,FF,4-Seam FB,Fastball,461,0.6642651296829971,0.24675324675324675,0.23809523809523808,93.50911062906724,0.48590021691973967,0.7532467532467533,83.77636363636364
518886,ST,Sweeper,Breaking,96,0.138328530259366,0.3695652173913043,0.3333333333333333,85.40104166666667,0.3229166666666667,0.6304347826086957,88.97142857142856
518886,KC,Knuckle-Curve,Breaking,68,0.09798270893371758,0.08,0.1111111111111111,83.825,0.35294117647058826,0.92,83.23
518886,SI,Sinker,Fastball,43,0.06195965417867435,0.15,0.14285714285714285,93.73255813953489,0.3488372093023256,0.85,78.36666666666667
519141,FF,4-Seam FB,Fastball,377,0.7292069632495164,0.18592964824120603,0.1836734693877551,92.19018567639256,0.5278514588859416,0.8140703517587939,82.92236842105264
519141,KC,Knuckle-Curve,Breaking,140,0.27079303675048355,0.16666666666666666,0.12121212121212122,84.28928571428571,0.37857142857142856,0.8333333333333334,82.25853658536585
519242,FF,4-Seam FB,Fastball,1010,0.4137648504711184,0.2656546489563567,0.2676056338028169,95.97742574257427,0.5564356435643565,0.7343453510436433,83.9116991643454
519242,SL,Slider,Breaking,957,0.39205243752560426,0.38228941684665224,0.33840304182509506,79.50114942528735,0.43051201671891326,0.6177105831533478,78.69662921348313
519242,CH,Changeup,Offspeed,271,0.11102007374027038,0.30612244897959184,0.1,88.2549815498155,0.4132841328413284,0.6938775510204082,85.92903225806451
