player_id,name,pa,brl_pa,brl_pct,hardhit,avg_ev,slg,xslg,xiso,woba,xwoba
656716,Zach McKinstry,310,1.9,2.6,23.6,85.5,0.326,0.325,0.08600000000000002,0.279,0.289
592626,Joc Pederson,348,7.2,11.1,48.9,91.7,0.5,0.45,0.195,0.361,0.35
672580,Maikel Garcia,294,3.7,4.9,41.3,90.1,0.373,0.374,0.10199999999999998,0.307,0.316
671289,Tyler Freeman,285,1.1,1.3,36.0,87.6,0.317,0.352,0.08699999999999997,0.291,0.309
663837,Matt Vierling,291,3.8,4.9,37.2,87.9,0.335,0.381,0.125,0.258,0.304
665750,Leody Taveras,346,2.9,4.5,30.9,87.5,0.347,0.332,0.11500000000000002,0.291,0.287
664770,Nathan Lukes,287,0.7,0.9,27.5,86.4,0.36,0.324,0.07300000000000001,0.302,0.284
678554,Curtis Mead,329,7.3,10.8,42.3,88.0,0.498,0.457,0.198,0.369,0.358
687462,Spencer Horwitz,312,5.8,8.1,33.0,86.9,0.439,0.382,0.15,0.359,0.331
502671,Paul Goldschmidt,323,7.1,10.5,36.4,86.5,0.453,0.406,0.17500000000000002,0.328,0.304
669065,Kyle Stowers,386,6.7,11.8,54.5,92.1,0.453,0.431,0.20299999999999999,0.333,0.325
592663,J.T. Realmuto,319,3.4,5.0,41.6,90.0,0.36,0.397,0.136,0.297,0.326
608348,Carson Kelly,304,4.3,6.0,37.6,87.6,0.381,0.391,0.14300000000000002,0.329,0.324
650859,Luis Rengifo,285,3.2,4.1,35.8,88.2,0.309,0.345,0.08999999999999997,0.287,0.307
664034,Ty France,316,7.3,10.6,49.1,92.2,0.526,0.443,0.188,0.37,0.33
660688,Keibert Ruiz,261,3.8,4.6,38.0,88.6,0.439,0.352,0.11799999999999997,0.322,0.275
592885,Christian Yelich,348,5.7,9.3,41.4,88.6,0.371,0.372,0.152,0.302,0.3
663743,Nick Fortes,262,1.9,2.3,36.0,85.8,0.383,0.346,0.09099999999999997,0.309,0.286
668904,Royce Lewis,329,8.5,13.0,43.7,90.3,0.425,0.425,0.187,0.32,0.324
657041,Lane Thomas,336,4.2,6.5,42.1,89.5,0.39,0.371,0.128,0.318,0.316
665161,Jeremy Peña,295,4.1,5.6,41.8,88.2,0.509,0.45,0.14900000000000002,0.381,0.356
668939,Adley Rutschman,284,5.3,7.1,42.0,89.4,0.433,0.432,0.15799999999999997,0.333,0.348
671218,Heliot Ramos,314,8.9,13.2,48.1,91.9,0.42,0.448,0.186,0.313,0.323
605170,Victor Caratini,311,4.5,6.6,39.3,89.5,0.338,0.383,0.14500000000000002,0.291,0.319
807799,Masataka Yoshida,267,2.6,3.3,38.4,88.3,0.395,0.38,0.11299999999999999,0.329,0.323
687093,Vaughn Grissom,284,4.9,6.6,40.3,88.7,0.407,0.409,0.14499999999999996,0.322,0.329
701762,Nick Kurtz,434,8.8,18.0,57.3,93.4,0.483,0.482,0.239,0.38,0.373
669003,Garrett Mitchell,383,7.6,13.8,50.5,92.8,0.42,0.449,0.191,0.342,0.352
671732,Lawrence Butler,341,4.4,7.1,45.5,89.2,0.329,0.36,0.125,0.285,0.308
668885,Austin Martin,314,1.3,1.9,28.6,87.0,0.312,0.316,0.07800000000000001,0.307,0.309
642086,Dominic Smith,267,4.5,5.7,34.0,87.9,0.402,0.394,0.14300000000000002,0.316,0.311
687401,Joey Ortiz,281,2.8,3.9,34.5,87.9,0.357,0.343,0.10000000000000003,0.295,0.298
694497,Evan Carter,325,3.7,5.9,36.8,87.5,0.335,0.334,0.12900000000000003,0.295,0.298
682657,Angel Martínez,279,5.4,7.4,36.1,87.8,0.413,0.397,0.14900000000000002,0.293,0.296
694212,Samuel Basallo,311,8.4,12.9,45.5,91.3,0.45,0.469,0.21899999999999997,0.325,0.335
606192,Teoscar Hernández,314,6.1,9.4,42.1,89.3,0.415,0.421,0.174,0.322,0.322
679845,Nick Loftin,271,3.3,4.5,29.2,87.0,0.399,0.353,0.10999999999999999,0.323,0.307
680574,Matt McLain,334,5.4,8.9,36.1,87.8,0.331,0.379,0.153,0.281,0.312
624585,Jorge Soler,361,6.1,10.9,42.6,88.5,0.373,0.362,0.156,0.294,0.294
609280,Miguel Andujar,254,3.5,4.5,36.3,88.3,0.423,0.376,0.11199999999999999,0.313,0.298
670764,Taylor Walls,319,1.6,2.5,21.5,85.3,0.28,0.251,0.065,0.27,0.248
700932,Kyle Manzardo,356,6.7,12.0,41.0,89.5,0.378,0.379,0.16,0.305,0.306
805999,A.J. Ewing,305,5.2,8.0,43.2,89.5,0.399,0.41,0.14899999999999997,0.32,0.324
666160,Mickey Moniak,289,7.6,11.1,42.2,89.4,0.571,0.437,0.209,0.374,0.304
663886,Tyler Stephenson,312,7.7,12.2,45.7,91.1,0.42,0.471,0.21699999999999997,0.332,0.351
810938,Ben Williamson,270,1.1,1.5,33.0,87.3,0.332,0.33,0.07800000000000001,0.288,0.289
681715,Heriberto Hernández,305,7.9,12.3,50.3,91.8,0.455,0.483,0.23399999999999999,0.326,0.347
666126,Carlos Cortes,262,5.3,7.2,39.2,89.9,0.411,0.4,0.14300000000000002,0.329,0.324
687551,Drew Gilbert,265,1.9,2.6,33.9,86.1,0.353,0.352,0.09399999999999997,0.304,0.31
672724,Oswald Peraza,299,4.7,7.3,38.0,87.5,0.362,0.349,0.12199999999999997,0.282,0.274
663728,Cal Raleigh,349,7.2,13.1,34.6,88.7,0.308,0.375,0.194,0.261,0.295
694671,Wyatt Langford,272,5.9,8.4,39.5,89.8,0.49,0.41,0.17099999999999999,0.347,0.306
573262,Mike Yastrzemski,293,4.8,7.4,43.9,90.3,0.378,0.36,0.13199999999999998,0.306,0.302
641680,Jonah Heim,253,5.1,7.0,32.1,87.4,0.429,0.4,0.15600000000000003,0.308,0.307
663993,Nathaniel Lowe,289,6.2,9.6,43.3,89.6,0.488,0.464,0.191,0.359,0.351
680700,Richie Palacios,269,3.0,4.3,27.2,85.9,0.342,0.332,0.09100000000000003,0.301,0.305
666152,David Hamilton,271,2.6,3.8,27.1,87.0,0.319,0.295,0.09,0.287,0.266
596019,Francisco Lindor,257,6.6,9.5,48.6,91.6,0.422,0.448,0.196,0.322,0.34
805811,Bryce Eldridge,293,7.2,11.8,53.4,92.4,0.439,0.466,0.21400000000000002,0.345,0.353
686611,Dylan Crews,267,6.7,10.1,43.8,90.7,0.371,0.426,0.188,0.299,0.325
668901,Mark Vientos,254,7.1,10.1,43.8,89.5,0.388,0.447,0.213,0.28,0.31
682626,Francisco Alvarez,292,10.3,16.9,44.6,90.1,0.431,0.462,0.22000000000000003,0.338,0.344
660821,Jesús Sánchez,248,8.1,11.3,46.3,90.8,0.434,0.46,0.186,0.321,0.335
553993,Eugenio Suárez,331,5.7,10.9,34.9,88.7,0.387,0.327,0.14200000000000002,0.293,0.264
669707,Jared Triolo,259,1.5,2.3,34.9,87.2,0.304,0.309,0.07100000000000001,0.284,0.285
681351,Logan O'Hoppe,257,6.6,9.8,35.3,86.9,0.294,0.328,0.131,0.255,0.264
670042,Luke Raley,287,9.4,15.7,47.1,90.8,0.439,0.486,0.23399999999999999,0.312,0.342
660670,Ronald Acuña Jr.,279,9.0,14.5,45.9,90.4,0.436,0.498,0.241,0.349,0.378
682177,Daniel Schneemann,276,4.7,7.6,37.6,87.9,0.321,0.357,0.13899999999999998,0.268,0.285
